segment_idx,pig_id,label,label_name,Source,Start,End,Energy,Audio_Path
210,114-1688.wav,1,Normal,New,90.0,100.0,-24.20684814453125,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
211,114-1688.wav,1,Normal,New,95.0,105.0,-20.52969741821289,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
212,114-1688.wav,1,Normal,New,100.0,110.0,-21.9735107421875,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
213,114-1688.wav,1,Normal,New,105.0,115.0,-29.749181747436523,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
214,114-1688.wav,1,Normal,New,110.0,120.0,-32.698062896728516,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
215,114-1688.wav,1,Normal,New,120.0,130.0,-29.112964630126953,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
216,114-1688.wav,1,Normal,New,125.0,135.0,-28.390357971191406,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
217,114-1688.wav,1,Normal,New,130.0,140.0,-22.95321273803711,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
218,114-1688.wav,1,Normal,New,135.0,145.0,-21.334564208984375,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
219,114-1688.wav,1,Normal,New,140.0,150.0,-16.89491844177246,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
220,114-1688.wav,1,Normal,New,145.0,155.0,-14.726347923278809,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
221,114-1688.wav,1,Normal,New,150.0,160.0,-16.775657653808594,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
222,114-1688.wav,1,Normal,New,155.0,165.0,-16.09083366394043,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
223,114-1688.wav,1,Normal,New,160.0,170.0,-15.497705459594727,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
224,114-1688.wav,1,Normal,New,165.0,175.0,-17.08428192138672,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
225,114-1688.wav,1,Normal,New,170.0,180.0,-17.370718002319336,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
226,114-1688.wav,1,Normal,New,175.0,185.0,-18.71957015991211,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
227,114-1688.wav,1,Normal,New,180.0,190.0,-17.495952606201172,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
228,114-1688.wav,1,Normal,New,185.0,195.0,-17.781169891357422,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
229,114-1688.wav,1,Normal,New,190.0,200.0,-15.968050003051758,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
230,114-1688.wav,1,Normal,New,195.0,205.0,-16.15266990661621,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
231,114-1688.wav,1,Normal,New,200.0,210.0,-22.554203033447266,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
232,114-1688.wav,1,Normal,New,205.0,215.0,-18.632238388061523,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
233,114-1688.wav,1,Normal,New,210.0,220.0,-17.83449935913086,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
234,114-1688.wav,1,Normal,New,215.0,225.0,-20.774003982543945,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
235,114-1688.wav,1,Normal,New,220.0,230.0,-18.167375564575195,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
236,114-1688.wav,1,Normal,New,225.0,235.0,-17.965171813964844,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
237,114-1688.wav,1,Normal,New,230.0,240.0,-23.271848678588867,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
238,114-1688.wav,1,Normal,New,235.0,245.0,-17.585599899291992,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
239,114-1688.wav,1,Normal,New,240.0,250.0,-16.491384506225586,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
240,114-1688.wav,1,Normal,New,245.0,255.0,-19.93868064880371,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
241,114-1688.wav,1,Normal,New,250.0,260.0,-20.878292083740234,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
242,114-1688.wav,1,Normal,New,255.0,265.0,-24.719202041625977,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
243,114-1688.wav,1,Normal,New,260.0,270.0,-23.65930938720703,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
244,114-1688.wav,1,Normal,New,265.0,275.0,-20.955951690673828,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
245,114-1688.wav,1,Normal,New,270.0,280.0,-24.210647583007812,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
246,114-1688.wav,1,Normal,New,275.0,285.0,-23.946529388427734,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
247,114-1688.wav,1,Normal,New,280.0,290.0,-16.779983520507812,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
248,114-1688.wav,1,Normal,New,285.0,295.0,-16.825016021728516,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
249,114-1688.wav,1,Normal,New,290.0,300.0,-23.424278259277344,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
250,114-1688.wav,1,Normal,New,295.0,305.0,-24.94095230102539,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
251,114-1688.wav,1,Normal,New,300.0,310.0,-22.24224853515625,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
252,114-1688.wav,1,Normal,New,305.0,315.0,-18.267414093017578,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
253,114-1688.wav,1,Normal,New,310.0,320.0,-16.57770347595215,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
254,114-1688.wav,1,Normal,New,315.0,325.0,-16.953022003173828,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
255,114-1688.wav,1,Normal,New,320.0,330.0,-16.283720016479492,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
256,114-1688.wav,1,Normal,New,325.0,335.0,-16.77604866027832,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
257,114-1688.wav,1,Normal,New,330.0,340.0,-20.88945198059082,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
258,114-1688.wav,1,Normal,New,335.0,345.0,-20.50624656677246,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
259,114-1688.wav,1,Normal,New,340.0,350.0,-20.031435012817383,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
260,114-1688.wav,1,Normal,New,345.0,355.0,-18.428417205810547,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
261,114-1688.wav,1,Normal,New,350.0,360.0,-17.806007385253906,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
262,114-1688.wav,1,Normal,New,355.0,365.0,-17.969263076782227,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
263,114-1688.wav,1,Normal,New,360.0,370.0,-18.972646713256836,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
264,114-1688.wav,1,Normal,New,365.0,375.0,-24.18871307373047,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
265,114-1688.wav,1,Normal,New,370.0,380.0,-21.324312210083008,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
266,114-1688.wav,1,Normal,New,375.0,385.0,-18.076650619506836,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
267,114-1688.wav,1,Normal,New,380.0,390.0,-18.13078498840332,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
268,114-1688.wav,1,Normal,New,385.0,395.0,-16.8709774017334,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
269,114-1688.wav,1,Normal,New,390.0,400.0,-16.00041389465332,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
270,114-1688.wav,1,Normal,New,395.0,405.0,-17.64830207824707,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
271,114-1688.wav,1,Normal,New,400.0,410.0,-15.942753791809082,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
272,114-1688.wav,1,Normal,New,405.0,415.0,-13.687015533447266,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
273,114-1688.wav,1,Normal,New,410.0,420.0,-14.44725513458252,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
274,114-1688.wav,1,Normal,New,415.0,425.0,-16.2469539642334,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
275,114-1688.wav,1,Normal,New,420.0,430.0,-15.406889915466309,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
276,114-1688.wav,1,Normal,New,425.0,435.0,-15.762126922607422,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
277,114-1688.wav,1,Normal,New,430.0,440.0,-16.97576141357422,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
278,114-1688.wav,1,Normal,New,435.0,445.0,-16.432666778564453,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
279,114-1688.wav,1,Normal,New,440.0,450.0,-17.922245025634766,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
280,114-1688.wav,1,Normal,New,445.0,455.0,-26.253036499023438,/home/willy/pig/audio/診中＿標注後/正常/114-1688.wav
281,114-1820.wav,1,Normal,New,0.0,10.0,-19.135833740234375,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
282,114-1820.wav,1,Normal,New,5.0,15.0,-16.481399536132812,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
283,114-1820.wav,1,Normal,New,10.0,20.0,-14.211044311523438,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
284,114-1820.wav,1,Normal,New,15.0,25.0,-16.92100715637207,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
285,114-1820.wav,1,Normal,New,20.0,30.0,-17.182418823242188,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
286,114-1820.wav,1,Normal,New,25.0,35.0,-14.601875305175781,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
287,114-1820.wav,1,Normal,New,30.0,40.0,-16.82463836669922,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
288,114-1820.wav,1,Normal,New,35.0,45.0,-19.15118408203125,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
289,114-1820.wav,1,Normal,New,40.0,50.0,-15.736833572387695,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
290,114-1820.wav,1,Normal,New,45.0,55.0,-17.725894927978516,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
291,114-1820.wav,1,Normal,New,50.0,60.0,-17.726221084594727,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
292,114-1820.wav,1,Normal,New,55.0,65.0,-14.965791702270508,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
293,114-1820.wav,1,Normal,New,60.0,70.0,-15.953055381774902,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
294,114-1820.wav,1,Normal,New,65.0,75.0,-16.758487701416016,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
295,114-1820.wav,1,Normal,New,70.0,80.0,-19.32375144958496,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
296,114-1820.wav,1,Normal,New,75.0,85.0,-21.212371826171875,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
297,114-1820.wav,1,Normal,New,80.0,90.0,-17.65182876586914,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
298,114-1820.wav,1,Normal,New,85.0,95.0,-18.420005798339844,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
299,114-1820.wav,1,Normal,New,90.0,100.0,-16.909252166748047,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
300,114-1820.wav,1,Normal,New,95.0,105.0,-15.832711219787598,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
301,114-1820.wav,1,Normal,New,100.0,110.0,-18.033727645874023,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
302,114-1820.wav,1,Normal,New,105.0,115.0,-17.490541458129883,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
303,114-1820.wav,1,Normal,New,110.0,120.0,-18.769081115722656,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
304,114-1820.wav,1,Normal,New,115.0,125.0,-18.079437255859375,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
305,114-1820.wav,1,Normal,New,120.0,130.0,-18.274991989135742,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
306,114-1820.wav,1,Normal,New,130.0,140.0,-25.64143180847168,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
307,114-1820.wav,1,Normal,New,135.0,145.0,-25.253658294677734,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
308,114-1820.wav,1,Normal,New,140.0,150.0,-32.4430046081543,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
309,114-1820.wav,1,Normal,New,145.0,155.0,-24.385154724121094,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
310,114-1820.wav,1,Normal,New,150.0,160.0,-24.68106460571289,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
311,114-1820.wav,1,Normal,New,155.0,165.0,-31.07098388671875,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
312,114-1820.wav,1,Normal,New,160.0,170.0,-26.350242614746094,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
313,114-1820.wav,1,Normal,New,165.0,175.0,-21.023303985595703,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
314,114-1820.wav,1,Normal,New,170.0,180.0,-21.570545196533203,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
315,114-1820.wav,1,Normal,New,175.0,185.0,-29.630294799804688,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
316,114-1820.wav,1,Normal,New,180.0,190.0,-23.311662673950195,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
317,114-1820.wav,1,Normal,New,185.0,195.0,-23.147554397583008,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
318,114-1820.wav,1,Normal,New,190.0,200.0,-27.681560516357422,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
319,114-1820.wav,1,Normal,New,195.0,205.0,-25.27523422241211,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
320,114-1820.wav,1,Normal,New,200.0,210.0,-21.357690811157227,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
321,114-1820.wav,1,Normal,New,205.0,215.0,-19.124645233154297,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
322,114-1820.wav,1,Normal,New,210.0,220.0,-19.010635375976562,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
323,114-1820.wav,1,Normal,New,215.0,225.0,-18.94321632385254,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
324,114-1820.wav,1,Normal,New,220.0,230.0,-18.64861488342285,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
325,114-1820.wav,1,Normal,New,225.0,235.0,-18.579517364501953,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
326,114-1820.wav,1,Normal,New,230.0,240.0,-17.306386947631836,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
327,114-1820.wav,1,Normal,New,235.0,245.0,-15.879807472229004,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
328,114-1820.wav,1,Normal,New,240.0,250.0,-16.63030433654785,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
329,114-1820.wav,1,Normal,New,245.0,255.0,-16.790372848510742,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
330,114-1820.wav,1,Normal,New,250.0,260.0,-16.610219955444336,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
331,114-1820.wav,1,Normal,New,255.0,265.0,-15.521759986877441,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
332,114-1820.wav,1,Normal,New,260.0,270.0,-15.480345726013184,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
333,114-1820.wav,1,Normal,New,265.0,275.0,-15.199528694152832,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
334,114-1820.wav,1,Normal,New,270.0,280.0,-16.54281997680664,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
335,114-1820.wav,1,Normal,New,275.0,285.0,-31.718021392822266,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
336,114-1820.wav,1,Normal,New,280.0,290.0,-22.39557456970215,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
337,114-1820.wav,1,Normal,New,285.0,295.0,-22.370445251464844,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
338,114-1820.wav,1,Normal,New,290.0,300.0,-21.47833824157715,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
339,114-1820.wav,1,Normal,New,295.0,305.0,-21.415386199951172,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
340,114-1820.wav,1,Normal,New,300.0,310.0,-22.2394962310791,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
341,114-1820.wav,1,Normal,New,305.0,315.0,-22.256135940551758,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
342,114-1820.wav,1,Normal,New,310.0,320.0,-24.097354888916016,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
343,114-1820.wav,1,Normal,New,315.0,325.0,-21.05344581604004,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
344,114-1820.wav,1,Normal,New,320.0,330.0,-23.346294403076172,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
345,114-1820.wav,1,Normal,New,325.0,335.0,-22.53549575805664,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
346,114-1820.wav,1,Normal,New,330.0,340.0,-22.050378799438477,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
347,114-1820.wav,1,Normal,New,335.0,345.0,-24.763404846191406,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
348,114-1820.wav,1,Normal,New,340.0,350.0,-19.636178970336914,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
349,114-1820.wav,1,Normal,New,345.0,355.0,-17.99036979675293,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
350,114-1820.wav,1,Normal,New,350.0,360.0,-18.887922286987305,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
351,114-1820.wav,1,Normal,New,355.0,365.0,-17.373884201049805,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
352,114-1820.wav,1,Normal,New,360.0,370.0,-16.981679916381836,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
353,114-1820.wav,1,Normal,New,365.0,375.0,-21.36408233642578,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
354,114-1820.wav,1,Normal,New,370.0,380.0,-27.336261749267578,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
355,114-1820.wav,1,Normal,New,375.0,385.0,-27.37173843383789,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
356,114-1820.wav,1,Normal,New,380.0,390.0,-22.803619384765625,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
357,114-1820.wav,1,Normal,New,385.0,395.0,-22.658960342407227,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
358,114-1820.wav,1,Normal,New,390.0,400.0,-29.069194793701172,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
359,114-1820.wav,1,Normal,New,395.0,405.0,-24.116504669189453,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
360,114-1820.wav,1,Normal,New,400.0,410.0,-18.94383430480957,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
361,114-1820.wav,1,Normal,New,405.0,415.0,-19.954626083374023,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
362,114-1820.wav,1,Normal,New,410.0,420.0,-23.360280990600586,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
363,114-1820.wav,1,Normal,New,415.0,425.0,-16.652463912963867,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
364,114-1820.wav,1,Normal,New,420.0,430.0,-17.608150482177734,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
365,114-1820.wav,1,Normal,New,425.0,435.0,-25.680824279785156,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
366,114-1820.wav,1,Normal,New,430.0,440.0,-25.723407745361328,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
367,114-1820.wav,1,Normal,New,435.0,445.0,-18.303754806518555,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
368,114-1820.wav,1,Normal,New,440.0,450.0,-18.23297119140625,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
369,114-1820.wav,1,Normal,New,445.0,455.0,-26.172893524169922,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
370,114-1820.wav,1,Normal,New,450.0,460.0,-19.543621063232422,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
371,114-1820.wav,1,Normal,New,455.0,465.0,-16.400371551513672,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
372,114-1820.wav,1,Normal,New,460.0,470.0,-17.00507164001465,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
373,114-1820.wav,1,Normal,New,465.0,475.0,-21.84665870666504,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
374,114-1820.wav,1,Normal,New,470.0,480.0,-31.097248077392578,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
375,114-1820.wav,1,Normal,New,475.0,485.0,-33.17549133300781,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
376,114-1820.wav,1,Normal,New,480.0,490.0,-33.910396575927734,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
377,114-1820.wav,1,Normal,New,485.0,495.0,-33.56547546386719,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
378,114-1820.wav,1,Normal,New,490.0,500.0,-21.552658081054688,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
379,114-1820.wav,1,Normal,New,495.0,505.0,-21.565019607543945,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
380,114-1820.wav,1,Normal,New,500.0,510.0,-22.278179168701172,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
381,114-1820.wav,1,Normal,New,505.0,515.0,-17.42975616455078,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
382,114-1820.wav,1,Normal,New,510.0,520.0,-18.778593063354492,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
383,114-1820.wav,1,Normal,New,515.0,525.0,-29.864120483398438,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
384,114-1820.wav,1,Normal,New,520.0,530.0,-26.541500091552734,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
385,114-1820.wav,1,Normal,New,525.0,535.0,-26.657304763793945,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
386,114-1820.wav,1,Normal,New,530.0,540.0,-38.403446197509766,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
387,114-1820.wav,1,Normal,New,535.0,545.0,-24.746456146240234,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
388,114-1820.wav,1,Normal,New,540.0,550.0,-24.821006774902344,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
389,114-1820.wav,1,Normal,New,545.0,555.0,-39.672645568847656,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
390,114-1820.wav,1,Normal,New,550.0,560.0,-38.96453094482422,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
391,114-1820.wav,1,Normal,New,555.0,565.0,-25.238689422607422,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
392,114-1820.wav,1,Normal,New,560.0,570.0,-23.209632873535156,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
393,114-1820.wav,1,Normal,New,565.0,575.0,-26.656600952148438,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
394,114-1820.wav,1,Normal,New,570.0,580.0,-34.229774475097656,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
395,114-1820.wav,1,Normal,New,575.0,585.0,-24.816482543945312,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
396,114-1820.wav,1,Normal,New,580.0,590.0,-24.8227596282959,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
397,114-1820.wav,1,Normal,New,585.0,595.0,-39.715850830078125,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
398,114-1820.wav,1,Normal,New,590.0,600.0,-24.53130531311035,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
399,114-1820.wav,1,Normal,New,595.0,605.0,-24.528884887695312,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
400,114-1820.wav,1,Normal,New,600.0,610.0,-23.911771774291992,/home/willy/pig/audio/診中＿標注後/正常/114-1820.wav
401,114-1955.wav,1,Normal,New,0.0,10.0,-18.417146682739258,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
402,114-1955.wav,1,Normal,New,5.0,15.0,-18.41079330444336,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
403,114-1955.wav,1,Normal,New,15.0,25.0,-23.373659133911133,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
404,114-1955.wav,1,Normal,New,20.0,30.0,-16.276264190673828,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
405,114-1955.wav,1,Normal,New,25.0,35.0,-15.751843452453613,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
406,114-1955.wav,1,Normal,New,30.0,40.0,-21.145923614501953,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
407,114-1955.wav,1,Normal,New,35.0,45.0,-22.80611228942871,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
408,114-1955.wav,1,Normal,New,40.0,50.0,-15.643354415893555,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
409,114-1955.wav,1,Normal,New,45.0,55.0,-14.072122573852539,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
410,114-1955.wav,1,Normal,New,50.0,60.0,-17.259479522705078,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
411,114-1955.wav,1,Normal,New,55.0,65.0,-22.70949935913086,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
412,114-1955.wav,1,Normal,New,60.0,70.0,-24.39898681640625,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
413,114-1955.wav,1,Normal,New,65.0,75.0,-24.532428741455078,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
414,114-1955.wav,1,Normal,New,70.0,80.0,-21.22262191772461,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
415,114-1955.wav,1,Normal,New,75.0,85.0,-20.90787124633789,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
416,114-1955.wav,1,Normal,New,80.0,90.0,-23.297264099121094,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
417,114-1955.wav,1,Normal,New,85.0,95.0,-22.039997100830078,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
418,114-1955.wav,1,Normal,New,90.0,100.0,-16.824766159057617,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
419,114-1955.wav,1,Normal,New,95.0,105.0,-16.832448959350586,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
420,114-1955.wav,1,Normal,New,100.0,110.0,-16.13172149658203,/home/willy/pig/audio/診中＿標注後/正常/114-1955.wav
